ticker,bench,events_total,days_with_entry,advanced_events_total,stack_10m_best_long_rate,stack_10m_best_long_total,stack_10m_best_long_lo,stack_10m_best_long_hi,stack_10m_best_long_avg_move,stack_10m_best_short_rate,stack_10m_best_short_total,stack_10m_best_short_lo,stack_10m_best_short_hi,stack_10m_best_short_avg_move,stack_30m_best_long_rate,stack_30m_best_long_total,stack_30m_best_long_lo,stack_30m_best_long_hi,stack_30m_best_long_avg_move,stack_30m_best_short_rate,stack_30m_best_short_total,stack_30m_best_short_lo,stack_30m_best_short_hi,stack_30m_best_short_avg_move,devsig_10m_best_long_rate,devsig_10m_best_long_total,devsig_10m_best_long_lo,devsig_10m_best_long_hi,devsig_10m_best_long_avg_move,devsig_10m_best_short_rate,devsig_10m_best_short_total,devsig_10m_best_short_lo,devsig_10m_best_short_hi,devsig_10m_best_short_avg_move,devsig_30m_best_long_rate,devsig_30m_best_long_total,devsig_30m_best_long_lo,devsig_30m_best_long_hi,devsig_30m_best_long_avg_move,devsig_30m_best_short_rate,devsig_30m_best_short_total,devsig_30m_best_short_lo,devsig_30m_best_short_hi,devsig_30m_best_short_avg_move,bench_10m_best_long_rate,bench_10m_best_long_total,bench_10m_best_long_lo,bench_10m_best_long_hi,bench_10m_best_long_avg_move,bench_10m_best_short_rate,bench_10m_best_short_total,bench_10m_best_short_lo,bench_10m_best_short_hi,bench_10m_best_short_avg_move,bench_30m_best_long_rate,bench_30m_best_long_total,bench_30m_best_long_lo,bench_30m_best_long_hi,bench_30m_best_long_avg_move,bench_30m_best_short_rate,bench_30m_best_short_total,bench_30m_best_short_lo,bench_30m_best_short_hi,bench_30m_best_short_avg_move,adv_stack_10m_best_long_rate,adv_stack_10m_best_long_total,adv_stack_10m_best_long_lo,adv_stack_10m_best_long_hi,adv_stack_10m_best_long_avg_move,adv_stack_10m_best_short_rate,adv_stack_10m_best_short_total,adv_stack_10m_best_short_lo,adv_stack_10m_best_short_hi,adv_stack_10m_best_short_avg_move,adv_stack_30m_best_long_rate,adv_stack_30m_best_long_total,adv_stack_30m_best_long_lo,adv_stack_30m_best_long_hi,adv_stack_30m_best_long_avg_move,adv_stack_30m_best_short_rate,adv_stack_30m_best_short_total,adv_stack_30m_best_short_lo,adv_stack_30m_best_short_hi,adv_stack_30m_best_short_avg_move,adv_devsig_10m_best_long_rate,adv_devsig_10m_best_long_total,adv_devsig_10m_best_long_lo,adv_devsig_10m_best_long_hi,adv_devsig_10m_best_long_avg_move,adv_devsig_10m_best_short_rate,adv_devsig_10m_best_short_total,adv_devsig_10m_best_short_lo,adv_devsig_10m_best_short_hi,adv_devsig_10m_best_short_avg_move,adv_devsig_30m_best_long_rate,adv_devsig_30m_best_long_total,adv_devsig_30m_best_long_lo,adv_devsig_30m_best_long_hi,adv_devsig_30m_best_long_avg_move,adv_devsig_30m_best_short_rate,adv_devsig_30m_best_short_total,adv_devsig_30m_best_short_lo,adv_devsig_30m_best_short_hi,adv_devsig_30m_best_short_avg_move,adv_bench_10m_best_long_rate,adv_bench_10m_best_long_total,adv_bench_10m_best_long_lo,adv_bench_10m_best_long_hi,adv_bench_10m_best_long_avg_move,adv_bench_10m_best_short_rate,adv_bench_10m_best_short_total,adv_bench_10m_best_short_lo,adv_bench_10m_best_short_hi,adv_bench_10m_best_short_avg_move,adv_bench_30m_best_long_rate,adv_bench_30m_best_long_total,adv_bench_30m_best_long_lo,adv_bench_30m_best_long_hi,adv_bench_30m_best_long_avg_move,adv_bench_30m_best_short_rate,adv_bench_30m_best_short_total,adv_bench_30m_best_short_lo,adv_bench_30m_best_short_hi,adv_bench_30m_best_short_avg_move,corr,beta
AXTI,SOXX,40,40,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6552,29,0.0,0.0,0.7316,0.6324,68,-4.0,-2.0,-0.7367,0.6607,56,0.0,1.0,1.2443,0.6087,23,-5.0,-5.0,-1.245,,,,,,,,,,,,,,,,,,,,,,,,,,0.6444,45,-1.0,-1.0,-0.6593,0.6327,49,2.0,2.0,1.2455,0.6393,61,4.0,6.0,-1.2051,0.7832,1.117
AXTU,QQQ,32,34,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8182,11,0.0,0.0,-10.8167,,,,,,1.0,10,0.0,0.0,-9.826,,,,,,,,,,,,,,,,0.72,25,-15.0,-15.0,-2.1383,,,,,,,,,,,,,,,,,,,,,0.6875,16,1.0,1.0,1.9555,0.7,10,-2.0,-2.0,-2.4429,,,,,,0.6154,26,0.0,0.0,-3.1094,0.7297,6.3218
AXTX,QQQ,40,40,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,-1.0,-1.0,9.1262,0.7857,14,0.0,0.0,-8.7945,0.7,10,-1.0,-1.0,13.3357,0.7143,14,0.0,0.0,-10.61,,,,,,0.6364,11,-10.0,-10.0,-2.0514,0.72,25,0.0,1.0,2.8206,0.6125,80,-15.0,-15.0,-2.3388,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,-3.0,-3.0,-1.1156,,,,,,0.6429,14,-3.0,-3.0,-2.9889,0.7258,6.2833
AYA,GDX,26,30,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,11,3.0,3.0,-0.1957,,,,,,0.6,10,3.0,3.0,-0.43,,,,,,,,,,,,,,,,,,,,,0.6364,22,0.0,1.0,0.5721,0.6667,12,-3.0,-3.0,-0.425,,,,,,0.6818,44,-4.0,-2.0,-0.6627,0.8339,0.9454
AZI,IWM,17,23,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,0.0,0.0,-4.06,,,,,,0.64,50,15.0,15.0,-4.0409,,,,,,0.6735,49,15.0,15.0,-5.3967,,,,,,,,,,,,,,,,,,,,,,,,,,0.7419,31,-1.0,-1.0,-2.7896,,,,,,0.6857,35,-1.0,-1.0,-3.0042,0.3183,2.5801
AZIO,SPY,22,29,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,0.0,0.0,5.6875,0.7,10,-1.0,-1.0,-3.5157,,,,,,,,,,,,,,,,0.8182,11,0.0,0.0,-1.2256,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,32,-1.0,-1.0,-0.745,,,,,,0.6667,36,-1.0,-1.0,-0.8675,0.2692,0.8968
AZN,IBB,40,40,271,,,,,,0.6667,12,0.0,0.0,-0.2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6774,31,-4.0,-3.0,-0.1205,0.7,10,-4.0,-4.0,0.2,0.7619,21,-3.0,-3.0,-0.1888,,,,,,,,,,,,,,,,,,,,,,,,,,0.7778,36,-3.0,-2.0,-0.1568,,,,,,,,,,,0.4359,0.9225
AZO,XLY,18,18,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3261,0.3016
AZTA,SPY,13,14,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,30,-2.0,-1.0,0.2828,,,,,,0.6,25,1.0,1.0,0.4027,0.6957,23,0.0,0.0,-0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7036,1.1379
AZTR,SPY,26,37,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692,13,-8.0,-8.0,0.535,0.64,25,15.0,15.0,-9.9075,,,,,,0.6538,26,15.0,15.0,-9.0312,,,,,,,,,,,,,,,,,,,,,,,,,,0.6053,76,0.0,0.0,-3.8635,,,,,,0.6139,158,-2.0,0.0,-3.0235,0.1637,1.0775
B,GDX,40,40,310,,,,,,,,,,,,,,,,0.6,10,0.0,0.0,-1.2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,35,1.0,1.0,0.3181,0.6316,38,-2.0,-2.0,-0.2154,,,,,,0.6061,33,-2.0,-2.0,-0.3635,,,,,,,,,,,,,,,,,,,,,0.6429,28,1.0,1.0,0.3078,0.6562,32,-3.0,-3.0,-0.2757,,,,,,0.6154,91,-4.0,-2.0,-0.3839,0.9745,0.7819
BA,ITA,40,40,311,,,,,,,,,,,0.6429,14,-1.0,-1.0,0.6178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,21,2.0,2.0,0.2157,0.6538,26,-3.0,-3.0,-0.09,0.7727,22,2.0,2.0,0.3835,0.6667,36,-2.0,-2.0,-0.2771,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,13,-3.0,-3.0,-0.0862,,,,,,0.6122,49,-1.0,-1.0,-0.3687,0.8304,0.9013
BABA,KWEB,40,40,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8182,11,4.0,4.0,0.3067,0.6526,95,-2.0,-2.0,-0.1553,0.6,25,-5.0,-5.0,0.2653,0.7,10,3.0,3.0,-0.2729,,,,,,,,,,,,,,,,,,,,,0.6429,28,3.0,3.0,0.4333,0.662,71,1.0,2.0,-0.1836,,,,,,0.6212,66,1.0,2.0,-0.3234,0.7978,0.9919
BABX,SPY,40,40,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,-1.0,-1.0,2.3278,,,,,,0.75,12,-6.0,-6.0,0.3244,0.7073,41,-5.0,-3.0,-0.5155,,,,,,0.7273,11,3.0,3.0,-0.875,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,1.0,1.0,-0.2611,0.6,10,1.0,1.0,0.5633,,,,,,0.3483,2.2557
BAC,XLF,40,40,327,0.7308,26,0.0,0.0,0.4816,,,,,,0.6923,26,0.0,0.0,0.6272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6769,65,1.0,1.0,-0.1361,,,,,,0.6667,15,-2.0,-2.0,-0.362,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,-2.0,-2.0,-0.0543,,,,,,,,,,,0.748,1.0075
BAER,ITA,24,27,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,0.0,0.0,-0.5075,,,,,,0.6,10,-2.0,-2.0,-0.355,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,15,-1.0,-1.0,-0.29,,,,,,0.6667,15,2.0,2.0,-0.668,0.5773,1.2116
BAH,IGV,27,27,230,,,,,,,,,,,,,,,,0.7143,14,0.0,0.0,-1.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6154,26,-2.0,-2.0,0.2119,0.6316,38,0.0,0.0,-0.2246,,,,,,0.641,39,0.0,0.0,-0.4348,,,,,,,,,,,,,,,,,,,,,0.6,25,-2.0,-2.0,0.2607,0.6111,18,2.0,2.0,-0.3218,,,,,,0.6087,46,-1.0,-1.0,-0.3979,0.425,0.3786
BAI,QQQ,33,33,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,0.0,0.0,-0.8837,,,,,,0.7273,11,0.0,0.0,-1.185,0.6966,89,1.0,4.0,0.2174,0.6364,22,0.0,0.0,-0.265,0.6429,56,1.0,2.0,0.4697,0.6842,19,-3.0,-3.0,-0.4354,,,,,,,,,,,,,,,,,,,,,0.6814,113,0.0,2.0,0.2129,,,,,,0.6538,52,1.0,2.0,0.3347,,,,,,0.954,2.6324
BAK,XLB,35,35,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6818,22,-1.0,-1.0,-0.7187,0.625,16,-5.0,-5.0,0.908,0.65,20,1.0,2.0,-1.3962,,,,,,,,,,,,,,,,,,,,,,,,,,0.6265,83,0.0,1.0,-0.4687,,,,,,0.6061,33,1.0,1.0,-0.7875,0.3053,1.0345
BAM,XLF,10,10,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6053,38,0.0,0.0,0.2139,0.6471,17,2.0,2.0,-0.2109,,,,,,0.8333,12,-3.0,-3.0,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6972,1.1601
BAND,SPY,22,22,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,-5.0,-5.0,0.5962,0.6923,13,4.0,4.0,-0.5156,0.7333,15,3.0,3.0,0.9818,0.6923,13,-3.0,-3.0,-0.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,16,1.0,1.0,0.8708,,,,,,0.6384,1.3913
BAR,IWM,16,19,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7647,17,-2.0,-2.0,-0.2777,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,1.0,1.0,-0.11,,,,,,0.875,16,-1.0,-1.0,-0.1743,0.5488,0.829
BATL,XLE,40,40,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7222,36,-4.0,-4.0,-0.5981,0.6842,19,-7.0,-7.0,1.2908,0.6905,42,3.0,4.0,-1.5721,,,,,,,,,,,,,,,,,,,,,,,,,,0.6545,110,-1.0,-1.0,-0.9142,,,,,,0.617,47,1.0,1.0,-2.5803,0.6444,2.6099
BAX,IHI,15,15,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6757,37,-1.0,-1.0,-0.1392,0.6279,43,0.0,0.0,0.5041,0.6094,64,2.0,3.0,-0.3946,,,,,,,,,,,,,,,,,,,,,0.6047,43,1.0,1.0,0.26,0.6029,68,0.0,0.0,-0.1339,,,,,,0.6923,13,2.0,2.0,-0.2378,0.6232,1.0894
BB,QQQ,40,40,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6452,31,3.0,3.0,0.647,0.6,60,0.0,0.0,-0.5017,0.6667,36,-5.0,-4.0,1.1042,0.619,63,0.0,0.0,-0.6972,,,,,,,,,,,,,,,,,,,,,,,,,,0.6471,17,-3.0,-3.0,-0.72,,,,,,,,,,,0.594,0.9609
BBAI,IGV,40,40,539,,,,,,,,,,,0.6,10,-1.0,-1.0,1.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,20,-6.0,-6.0,0.3925,0.6397,247,-3.0,0.0,-0.32,0.7143,14,5.0,5.0,0.958,0.6211,95,0.0,0.0,-0.6229,,,,,,,,,,,,,,,,,,,,,0.75,24,2.0,2.0,0.6994,0.6714,140,-2.0,-1.0,-0.3341,,,,,,0.7059,17,3.0,3.0,-0.5975,0.5513,0.7085
BBAR,SPY,15,19,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,3.0,3.0,0.6962,0.6364,11,-3.0,-3.0,-0.2914,0.7273,11,3.0,3.0,1.0475,0.7273,11,1.0,1.0,-0.3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,57,0.0,0.0,0.6611,0.6604,53,-1.0,-1.0,-0.6206,0.6802,1.5861
BBBY,IWM,32,32,235,,,,,,0.6667,12,0.0,0.0,-1.4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-1.0,-1.0,-1.53,0.7059,17,0.0,0.0,2.6717,0.6,10,-1.0,-1.0,-2.0683,,,,,,0.7,30,-3.0,-2.0,-0.6095,,,,,,0.6806,72,-4.0,-1.0,-0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,0.6829,41,1.0,1.0,-0.6679,,,,,,0.6538,156,-2.0,0.0,-0.8489,0.4458,0.6863
BBD,SPY,38,38,245,,,,,,,,,,,0.6667,15,0.0,0.0,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,-1.0,-1.0,0.5622,,,,,,0.7692,13,-1.0,-1.0,0.622,,,,,,0.6364,11,3.0,3.0,0.2743,0.6432,213,-3.0,2.0,-0.1682,,,,,,0.664,125,-1.0,0.0,-0.2928,,,,,,,,,,,,,,,,,,,,,,,,,,0.6343,216,-2.0,0.0,-0.1649,0.6429,14,1.0,1.0,0.3867,0.622,209,-1.0,0.0,-0.2775,0.4709,1.1297
BBIO,IBB,11,11,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6098,41,0.0,0.0,0.292,0.6129,31,-1.0,-1.0,-0.1863,0.6829,41,0.0,0.0,0.5582,0.68,25,-3.0,-3.0,-0.4418,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,40,-3.0,-2.0,-0.3317,,,,,,0.64,25,-2.0,-2.0,-0.45,0.5886,0.7398
BBVA,IBIT,35,35,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,10,-1.0,-1.0,-0.2186,,,,,,0.6667,63,1.0,2.0,-0.1386,0.6429,14,-3.0,-3.0,0.2533,0.6452,31,-2.0,-2.0,-0.2275,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,57,-2.0,-1.0,-0.1511,0.6098,41,0.0,0.0,0.2808,0.7727,22,-2.0,-2.0,-0.1629,0.5165,0.3069
BBWI,XRT,23,23,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,3.0,3.0,0.2733,0.6774,31,0.0,0.0,-0.2729,,,,,,0.7273,11,-5.0,-5.0,-0.1963,,,,,,,,,,,,,,,,,,,,,,,,,,0.7222,18,2.0,2.0,-0.3462,,,,,,,,,,,0.5736,1.4051
BBY,XRT,23,23,243,0.6154,13,-1.0,-1.0,1.07,,,,,,0.6154,13,-1.0,-1.0,1.5437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,36,2.0,2.0,-0.1718,0.6667,12,3.0,3.0,0.3575,0.6316,19,-3.0,-3.0,-0.2433,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,18,2.0,2.0,-0.2782,0.6087,23,-2.0,-2.0,0.385,,,,,,0.6319,0.9866
BCAR,IBIT,15,23,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6429,14,0.0,0.0,0.3367,0.625,32,-1.0,-1.0,-0.0415,0.8,10,0.0,0.0,0.1962,0.7083,24,-1.0,-1.0,-0.0512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,11,-3.0,-3.0,0.4486,,,,,,0.0681,0.0105
BCAT,QQQ,20,21,166,,,,,,,,,,,0.6,10,-1.0,-1.0,0.5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6457,127,-2.0,0.0,-0.079,,,,,,0.6579,76,-2.0,-1.0,-0.1286,,,,,,,,,,,,,,,,,,,,,,,,,,0.6957,69,-1.0,0.0,-0.0756,,,,,,0.68,75,-1.0,0.0,-0.1259,0.7214,0.2624
BCDA,QQQ,24,32,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7333,15,15.0,15.0,-5.4364,,,,,,0.6667,15,15.0,15.0,-6.387,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,12,1.0,1.0,-2.4488,,,,,,,,,,,0.4004,0.7361
BCE,KWEB,14,14,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,11,-3.0,-3.0,-0.0562,,,,,,0.6232,69,-1.0,-1.0,-0.2295,,,,,,,,,,,,,,,,,,,,,0.6154,13,2.0,2.0,0.1288,0.6,20,-2.0,-2.0,-0.1183,,,,,,0.625,72,0.0,1.0,-0.2078,0.1432,0.0373
BCI,QQQ,13,13,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7619,21,1.0,1.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10,2.0,2.0,0.0838,0.6944,36,1.0,1.0,-0.068,0.7368,19,-2.0,-2.0,0.0971,,,,,,0.2092,0.1236
BCRX,IBB,29,29,240,,,,,,0.7692,13,0.0,0.0,-0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,80,-2.0,0.0,-0.3335,0.6,20,-4.0,-4.0,0.5983,0.6296,54,-1.0,0.0,-0.4506,,,,,,,,,,,,,,,,,,,,,,,,,,0.6543,81,-3.0,-1.0,-0.2745,,,,,,,,,,,0.6497,0.9176
BCS,SPY,40,40,265,0.7273,11,1.0,1.0,0.33,,,,,,0.8182,11,1.0,1.0,0.5022,,,,,,,,,,,,,,,,,,,,,,,,,,0.6818,22,0.0,0.0,0.334,0.6923,13,-1.0,-1.0,-0.31,0.6364,22,0.0,0.0,0.4821,0.6154,13,-1.0,-1.0,-0.26,,,,,,0.6585,41,-1.0,-1.0,-0.0981,0.6471,34,0.0,0.0,0.1641,0.6098,41,-1.0,-1.0,-0.1332,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-2.0,-2.0,-0.135,,,,,,0.6,10,-2.0,-2.0,-0.1933,0.6877,1.6921
BCTX,SPY,10,17,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,16,-1.0,-1.0,-0.707,0.6,20,0.0,0.0,0.7775,0.75,12,-1.0,-1.0,-0.8033,0.3306,0.8634
BDTX,SPY,32,32,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6364,11,-1.0,-1.0,-2.5614,,,,,,0.6364,11,-1.0,-1.0,-1.69,,,,,,0.6897,87,-1.0,3.0,-0.4177,,,,,,0.6842,57,-1.0,1.0,-0.9933,,,,,,,,,,,,,,,,,,,,,,,,,,0.6464,181,-1.0,1.0,-0.4785,,,,,,0.7273,11,1.0,1.0,-0.9088,0.5582,1.1363
BE,QQQ,40,40,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7857,14,0.0,0.0,-1.6645,,,,,,,,,,,0.6579,38,2.0,2.0,0.524,0.6552,58,-3.0,-2.0,-0.4689,0.6486,74,1.0,2.0,0.7785,0.6038,53,3.0,4.0,-0.8341,,,,,,,,,,,,,,,,,,,,,0.6087,23,2.0,2.0,0.285,0.625,16,-3.0,-3.0,-0.577,,,,,,,,,,,0.8204,2.8909
BEAM,XBI,35,35,237,,,,,,,,,,,0.6,10,0.0,0.0,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6111,18,2.0,2.0,0.42,0.6571,35,3.0,4.0,-0.363,,,,,,0.7143,14,-5.0,-5.0,-0.359,,,,,,,,,,,,,,,,,,,,,0.6087,23,-4.0,-3.0,0.3643,0.6182,55,-2.0,-1.0,-0.3891,0.6667,21,2.0,2.0,1.3336,0.7333,15,3.0,3.0,-0.6964,0.9056,1.6625
BEAT,IWM,27,34,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,0.0,0.0,-1.9017,,,,,,0.6,10,-2.0,-2.0,-0.6383,0.6667,12,0.0,0.0,1.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6923,13,1.0,1.0,-0.6411,0.2023,0.4476
BEEM,SPY,27,36,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6136,44,0.0,0.0,-1.3452,0.4279,1.3566
BEG,QQQ,21,31,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8241,6.082
BEKE,SPY,29,29,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,15,0.0,0.0,1.3067,,,,,,0.6154,13,-1.0,-1.0,1.05,,,,,,,,,,,0.6216,37,1.0,2.0,-0.0952,0.6,30,-3.0,-3.0,0.1833,0.6111,18,2.0,2.0,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692,13,1.0,1.0,-0.107,,,,,,0.8,10,-2.0,-2.0,-0.105,0.1544,0.4955
BERZ,IWM,18,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,10,-1.0,-1.0,-0.5583,-0.7185,-3.5948
BESS,IWM,17,21,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7222,18,15.0,15.0,-3.1669,,,,,,0.6,15,15.0,15.0,-3.6467,,,,,,,,,,,,,,,,,,,,,0.6364,11,0.0,0.0,2.7957,0.6154,13,1.0,1.0,-2.3362,0.6364,11,-1.0,-1.0,3.5557,0.6842,19,0.0,0.0,-1.8131,0.5739,2.6294
BETA,IWM,30,30,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7857,14,0.0,0.0,-2.4536,,,,,,0.625,24,-1.0,0.0,-3.5727,0.625,24,0.0,0.0,0.4173,,,,,,,,,,,0.6071,28,-1.0,-1.0,-0.5865,,,,,,,,,,,,,,,,,,,,,0.7059,17,-2.0,-2.0,0.485,,,,,,0.7059,17,-2.0,-2.0,0.5167,0.623,61,-1.0,-1.0,-0.8029,0.7545,1.3988
BETR,SPY,14,17,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6579,38,0.0,0.0,0.788,,,,,,,,,,,0.6471,34,-1.0,-1.0,-0.9982,0.6229,1.8503
